,carat,cut,color,clarity,depth,table,x,y,z,price,carat_bin
5544,0.31,Ideal,G,VS1,61.4,56.0,4.36,4.37,2.68,625,Small
5545,1.0,Good,I,VS1,63.8,56.0,6.35,6.32,4.04,4202,Large
5546,0.51,Ideal,E,SI1,61.7,55.0,5.17,5.13,3.18,1443,Medium
5547,1.1,Ideal,F,VVS1,62.7,57.0,6.57,6.63,4.14,10861,Extra Large
5548,0.58,Premium,E,SI1,60.7,61.0,5.47,5.27,3.28,1641,Medium
5549,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,1963,Medium
5550,0.9,Very Good,E,VS2,62.2,59.0,6.13,6.18,3.83,4580,Large
5551,0.56,Ideal,I,VVS1,62.0,56.0,5.29,5.26,3.27,1698,Medium
5552,0.24,Ideal,I,VVS1,62.3,57.0,3.98,3.95,2.47,432,Small
5553,0.55,Ideal,D,SI1,60.9,56.0,5.31,5.34,3.24,2018,Medium
5554,0.31,Very Good,D,SI2,62.7,59.0,4.3,4.35,2.71,462,Small
5555,1.01,Premium,G,SI1,62.9,61.0,6.35,6.33,3.99,5273,Large
5556,0.7,Fair,F,VS2,66.4,53.0,5.51,5.49,3.65,2516,Medium
5557,0.38,Ideal,D,SI2,62.0,53.0,4.68,4.71,2.91,599,Small
5558,1.02,Premium,F,VS1,61.9,59.0,6.44,6.38,3.97,7389,Large
5559,0.71,Ideal,I,VVS2,61.4,58.0,5.7,5.76,3.52,2559,Large
5560,0.53,Ideal,I,SI1,61.5,56.0,5.21,5.23,3.21,1094,Medium
5561,0.59,Ideal,G,VS1,62.1,55.0,5.35,5.4,3.34,1916,Medium
5562,0.53,Ideal,E,VS2,62.0,55.0,5.21,5.17,3.22,1727,Medium
5563,0.71,Premium,H,SI1,62.9,58.0,5.66,5.62,3.55,2364,Large
5564,0.38,Ideal,E,VS1,61.9,55.2,4.62,4.65,2.87,979,Small
5565,1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,4872,Extra Large
5566,1.04,Ideal,G,VS1,62.3,56.0,6.45,6.49,4.03,7457,Large
5567,1.01,Ideal,E,SI2,62.2,55.0,6.4,6.43,3.99,4984,Large
5568,1.0,Very Good,E,SI1,63.3,57.0,6.28,6.32,3.99,5113,Large
5569,0.76,Premium,F,SI2,61.8,58.0,5.83,5.88,3.62,2469,Large
5570,1.71,Very Good,D,SI2,63.5,56.0,7.58,7.51,4.79,11844,Extra Large
5571,0.3,Ideal,E,VVS1,62.5,57.0,4.27,4.3,2.68,862,Small
5572,1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,4737,Extra Large
5573,0.37,Premium,E,VS2,60.3,58.0,4.63,4.66,2.8,811,Small
5574,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1013,Small
5575,0.73,Premium,H,SI2,61.2,59.0,5.83,5.77,3.55,1699,Large
5576,1.52,Premium,D,VS1,61.0,59.0,7.48,7.53,4.5,17723,Extra Large
5577,0.34,Premium,E,VS2,61.9,58.0,4.45,4.43,2.75,956,Small
5578,0.32,Good,F,SI2,63.8,55.0,4.34,4.35,2.77,421,Small
5579,1.01,Good,E,SI1,63.6,60.0,6.32,6.38,4.04,5132,Large
5580,0.28,Ideal,H,VS1,62.2,54.0,4.19,4.23,2.62,462,Small
5581,0.73,Premium,G,SI1,62.0,58.0,5.75,5.8,3.58,2163,Large
5582,2.53,Premium,H,SI2,60.66153846153846,59.0,8.9,8.82,5.29,17591,Extra Large
5583,0.56,Premium,E,VVS2,61.5,58.0,5.3,5.33,3.27,2279,Medium
5584,0.59,Very Good,H,SI1,62.8,56.0,5.35,5.38,3.37,1283,Medium
5585,0.31,Ideal,G,VS2,61.4,56.0,4.34,4.36,2.67,544,Small
5586,0.9,Very Good,I,VS2,61.2,57.0,6.15,6.2,3.78,3720,Large
5587,0.47,Very Good,J,VS1,63.0,60.0,4.92,4.95,3.11,854,Medium
5588,0.71,Ideal,H,VVS2,61.5,54.0,5.74,5.8,3.55,2594,Large
5589,0.54,Good,E,SI2,63.8,54.0,5.17,5.18,3.3,1163,Medium
5590,0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,1172,Small
5591,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,2337,Medium
5592,0.7,Good,H,VS2,62.2,61.6,5.63,5.66,3.51,2428,Medium
5593,2.55,Premium,I,SI2,62.9,58.0,8.7,8.59,5.44,14351,Extra Large
5594,0.7,Premium,G,SI2,58.9,59.0,5.73,5.7,3.37,1636,Medium
5595,1.64,Premium,H,SI1,59.3,61.0,7.68,7.64,4.54,11159,Extra Large
5596,0.58,Ideal,G,SI2,62.0,57.0,5.35,5.29,3.3,1134,Medium
5597,1.34,Ideal,J,SI2,62.0,56.0,7.09,7.03,4.38,5358,Extra Large
5598,0.31,Fair,G,VS1,64.6,55.0,4.31,4.26,2.77,695,Small
5599,0.7,Good,E,VS1,60.2,61.0,5.71,5.75,3.45,3018,Medium
5600,0.7,Premium,H,SI2,61.0,59.0,5.76,5.71,3.5,1974,Medium
5601,0.34,Good,G,SI1,63.4,57.0,4.42,4.45,2.81,507,Small
5602,0.3,Ideal,H,VS2,62.3,56.0,4.29,4.31,2.68,491,Small
5603,0.51,Good,D,SI1,63.3,57.0,5.06,5.09,3.21,1423,Medium
5604,1.5,Very Good,E,VS2,61.0,55.0,7.38,7.45,4.52,13963,Extra Large
5605,1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,8176,Large
5606,0.3,Premium,F,IF,60.7,58.0,4.37,4.33,2.64,1013,Small
5607,0.32,Ideal,G,VVS2,62.0,54.0,4.39,4.42,2.73,708,Small
5608,1.65,Premium,G,SI2,62.2,58.0,7.62,7.55,4.72,9970,Extra Large
5609,1.55,Premium,I,SI1,62.5,60.0,7.35,7.33,4.59,9027,Extra Large
5610,0.3,Very Good,D,VS2,62.0,59.0,4.22,4.27,2.63,710,Small
5611,0.24,Very Good,F,VVS1,61.56160520607376,56.0,3.98,4.0,2.46,485,Small
5612,0.71,Good,F,VS2,63.0,59.0,5.59,5.65,3.54,2320,Large
5613,0.9,Good,G,SI2,63.4,59.0,6.04,6.08,3.84,3303,Large
5614,1.02,Good,D,SI1,62.7234166182452,61.0,6.27,6.35,4.01,5497,Large
5615,0.52,Ideal,G,VVS2,61.7,55.0,5.19,5.22,3.21,1911,Medium
5616,1.03,Ideal,F,VS1,60.7,56.0,6.54,6.6,3.99,7296,Large
5617,0.41,Premium,G,VS1,60.2,59.0,4.79,4.84,2.9,899,Medium
5618,0.52,Very Good,E,VS2,60.9,57.0,5.17,5.2,3.16,1689,Medium
5619,0.24,Ideal,F,VVS2,60.7,56.0,3.98,4.03,2.43,552,Small
5620,0.32,Ideal,D,SI1,62.7,54.0,4.35,4.39,2.74,589,Small
5621,1.5,Ideal,F,SI1,62.0,53.0,7.32,7.29,4.53,11405,Extra Large
5622,0.55,Very Good,E,VS1,61.6,55.0,5.26,5.28,3.25,1986,Medium
5623,0.54,Ideal,D,VS2,61.6,55.0,5.25,5.27,3.24,2307,Medium
5624,1.13,Ideal,G,VVS2,61.6,57.0,6.66,6.75,4.13,10396,Extra Large
5625,0.4,Very Good,F,VS1,61.5,59.0,4.71,4.76,2.91,982,Small
5626,1.28,Ideal,G,SI1,62.4,58.0,6.89,6.95,4.32,7415,Extra Large
5627,1.73,Good,J,SI1,65.6,55.0,7.42,7.47,4.88,8703,Extra Large
5628,1.01,Good,H,SI1,63.7,60.0,6.3,6.35,4.03,4749,Large
5629,0.72,Ideal,F,SI2,62.0,55.0,5.75,5.79,3.58,2224,Large
5630,1.51,Good,J,SI1,63.5,58.0,7.24,7.29,4.61,6851,Extra Large
5631,1.11,Ideal,E,VS2,62.2,56.0,6.66,6.59,4.12,7459,Extra Large
5632,0.53,Ideal,D,VS2,60.9,57.0,5.17,5.24,3.17,1783,Medium
5633,0.52,Very Good,D,VS2,60.9,58.0,5.22,5.16,3.16,1555,Medium
5634,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,3777,Large
5635,1.02,Very Good,H,VS2,62.4,57.0,6.43,6.35,3.99,5383,Large
5636,0.39,Very Good,F,SI1,61.3,62.0,4.68,4.71,2.88,670,Small
5637,0.63,Ideal,G,SI1,61.88163606010018,58.0,5.44,5.48,3.4,1711,Medium
5638,1.17,Ideal,D,SI2,62.7,57.0,6.7,6.72,4.21,5842,Extra Large
5639,0.38,Ideal,E,VS2,62.0,54.2,4.66,4.68,2.89,805,Small
5640,0.71,Premium,F,VS2,62.8,57.0,5.69,5.64,3.56,2801,Large
5641,0.6,Ideal,H,SI2,61.9,55.0,5.43,5.46,3.37,1238,Medium
5642,0.38,Premium,E,VS2,61.8,58.0,4.61,4.64,2.86,866,Small
5643,1.2,Ideal,I,VS2,61.5,57.0,6.8,6.75,4.17,5880,Extra Large
5644,0.4,Premium,G,IF,60.8,58.0,4.73,4.77,2.89,1333,Small
5645,0.51,Good,E,SI1,63.9,56.0,5.11,5.07,3.25,1443,Medium
5646,0.41,Ideal,F,VVS1,62.3,55.0,4.74,4.79,2.97,1295,Medium
5647,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1727,Medium
5648,1.22,Ideal,I,VS1,61.9,55.7,6.81,6.84,4.23,6469,Extra Large
5649,0.5,Very Good,G,SI1,60.8,63.0,5.08,5.11,3.1,1171,Medium
5650,0.75,Ideal,H,SI1,60.4,57.0,5.93,5.96,3.59,2801,Large
5651,1.06,Ideal,G,VVS2,60.3,57.0,6.61,6.68,4.01,8726,Extra Large
5652,2.05,Premium,I,VS2,62.5,59.0,8.07,8.12,5.06,15897,Extra Large
5653,0.38,Ideal,G,SI1,61.0,55.0,4.69,4.73,2.87,723,Small
5654,1.5,Premium,E,VS2,61.8,59.0,7.31,7.38,4.54,14790,Extra Large
5655,0.42,Premium,E,SI1,62.3,58.0,4.81,4.76,2.98,992,Medium
5656,0.78,Ideal,G,SI2,61.7,54.0,5.93,5.97,3.67,2485,Large
5657,0.91,Ideal,H,SI2,60.3,57.0,6.27,6.31,3.79,3423,Large
5658,0.57,Ideal,H,SI2,62.0,57.0,5.3,5.35,3.3,1121,Medium
5659,0.7,Very Good,E,VS1,61.3,60.0,5.68,5.7,3.49,2952,Medium
5660,0.72,Premium,H,SI2,61.8,56.0,5.79,5.73,3.56,2144,Large
5661,0.41,Premium,F,SI1,61.0,60.0,4.77,4.81,2.92,755,Medium
5662,1.2,Premium,H,VVS2,60.0,60.0,6.86,6.78,4.09,5174,Extra Large
5663,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,647,Medium
5664,1.23,Premium,J,VS2,61.9,55.0,6.94,6.88,4.28,5504,Extra Large
5665,0.26,Ideal,F,VVS1,62.4,56.0,4.11,4.1,2.56,769,Small
5666,0.39,Ideal,E,IF,61.3,56.0,4.71,4.75,2.9,1333,Small
5667,0.62,Ideal,H,VS1,61.4,56.0,5.47,5.51,3.37,1878,Medium
5668,0.7,Ideal,I,VS2,61.4,56.0,5.72,5.75,3.52,2270,Medium
5669,0.56,Very Good,E,VS2,61.1,57.0,5.33,5.37,3.27,1963,Medium
5670,1.52,Very Good,H,VVS2,62.8,56.0,7.3,7.32,4.59,12648,Extra Large
5671,0.81,Ideal,I,SI2,61.7,59.0,5.92,6.0,3.68,2386,Large
5672,0.71,Ideal,H,IF,62.0,54.0,5.71,5.75,3.55,3190,Large
5673,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,4955,Extra Large
5674,2.0,Very Good,D,SI2,60.0,56.0,8.16,8.23,4.92,17953,Extra Large
5675,1.34,Very Good,H,SI2,61.1,63.0,7.08,7.01,4.3,4352,Extra Large
5676,0.32,Ideal,I,VS1,62.4,56.0,4.37,4.31,2.71,648,Small
5677,1.6,Very Good,I,VS2,60.0,60.0,7.55,7.59,4.54,10497,Extra Large
5678,0.27,Very Good,E,VS2,58.6,57.0,4.3,4.33,2.53,449,Small
5679,0.38,Very Good,H,VS2,60.6,58.0,4.68,4.7,2.84,700,Small
5680,0.24,Very Good,D,VVS2,58.7,61.0,4.04,4.07,2.38,485,Small
5681,1.01,Good,H,SI1,60.3,64.0,6.52,6.49,3.92,4320,Large
5682,0.58,Ideal,E,SI2,62.7,56.0,5.29,5.34,3.33,1234,Medium
5683,1.18,Very Good,G,SI1,60.8,58.0,6.81,6.85,4.15,6286,Extra Large
5684,0.96,Fair,E,SI2,53.1,63.0,6.73,6.65,3.55,2815,Large
5685,1.01,Very Good,G,SI1,63.2,59.0,6.36,6.32,4.01,5113,Large
5686,0.29,Ideal,E,VS2,60.1,56.0,4.3,4.34,2.6,619,Small
5687,2.0,Fair,H,I1,69.8,54.0,7.6,7.56,5.29,5914,Extra Large
5688,0.57,Very Good,E,SI1,62.1,58.0,5.28,5.32,3.29,1397,Medium
5689,0.74,Very Good,D,VS2,62.2,59.0,5.8,5.84,3.62,3498,Large
5690,1.64,Premium,F,SI1,62.8,59.0,7.53,7.51,4.72,12670,Extra Large
5691,1.01,Very Good,G,VS2,62.5,59.0,6.34,6.37,3.97,6204,Large
5692,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,1593,Medium
5693,0.46,Good,F,VS1,56.5,61.0,5.11,5.05,2.87,1109,Medium
5694,0.9,Premium,D,SI1,59.5,57.0,6.29,6.21,3.72,3689,Large
5695,0.23,Very Good,E,VVS1,58.8,61.0,3.98,4.01,2.35,485,Small
5696,0.74,Ideal,J,VS1,61.7,57.0,5.79,5.84,3.59,2468,Large
5697,1.56,Premium,I,VVS2,60.5,58.0,7.53,7.45,4.53,8858,Extra Large
5698,0.92,Ideal,J,SI1,61.7,57.0,6.21,6.26,3.85,3181,Large
5699,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,5331,Large
5700,0.56,Premium,I,VVS1,62.4,56.0,5.28,5.24,3.28,1698,Medium
5701,0.55,Very Good,E,VVS2,60.6,56.0,5.33,5.36,3.24,2499,Medium
5702,1.01,Premium,H,SI1,60.4,60.0,6.55,6.47,3.93,4977,Large
5703,0.71,Premium,F,SI1,62.7,57.0,5.68,5.65,3.55,2633,Large
5704,0.32,Ideal,I,SI2,61.7,55.0,4.39,4.42,2.72,371,Small
5705,1.54,Premium,I,VS2,59.8,59.0,7.61,7.53,4.53,9659,Extra Large
5706,0.7,Ideal,D,VS1,62.0,57.0,5.69,5.76,3.55,3335,Medium
5707,0.91,Very Good,G,SI2,62.8,59.0,6.09,6.14,3.84,3006,Large
5708,0.38,Good,G,VS1,63.9,60.0,4.59,4.52,2.91,962,Small
5709,0.33,Ideal,G,IF,61.6,53.0,4.47,4.43,2.74,1052,Small
5710,0.51,Ideal,G,VS1,61.8,60.0,5.08,5.12,3.15,1757,Medium
5711,0.54,Ideal,D,VS2,61.8,56.0,5.21,5.24,3.23,1892,Medium
5712,0.31,Very Good,E,VS2,61.89647779479327,56.0,4.29,4.33,2.71,680,Small
5713,0.5,Ideal,G,VVS2,62.1,55.0,5.09,5.05,3.15,1935,Medium
5714,0.71,Ideal,G,VS1,61.7220796460177,56.0,5.76,5.73,3.53,2756,Large
5715,0.5,Premium,F,VS2,61.75342827004219,58.0,5.1,5.07,3.14,1654,Medium
5716,1.74,Very Good,H,I1,63.2,55.0,7.62,7.59,4.8,4677,Extra Large
5717,0.37,Premium,F,SI1,61.5,59.0,4.59,4.62,2.83,616,Small
5718,1.67,Premium,H,SI2,61.6,57.0,7.66,7.61,4.7,9625,Extra Large
5719,1.0,Very Good,E,SI1,63.5,61.0,6.33,6.24,3.99,5174,Large
5720,0.32,Premium,E,SI2,59.7,60.0,4.43,4.45,2.65,449,Small
5721,1.7,Very Good,H,SI2,60.8,56.0,7.67,7.72,4.68,10255,Extra Large
5722,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2266,Large
5723,0.71,Very Good,I,SI1,62.6,59.0,5.67,5.7,3.56,2218,Large
5724,0.71,Ideal,H,SI1,60.7,59.0,5.75,5.81,3.51,2328,Large
5725,1.0,Premium,D,VVS2,61.6,60.0,6.41,6.36,3.93,10046,Large
5726,0.33,Ideal,H,VVS1,62.1,53.0,4.48,4.5,2.79,730,Small
5727,0.71,Ideal,D,SI1,61.5,56.0,5.7,5.75,3.52,2719,Large
5728,0.5,Premium,F,VS2,62.1,58.0,5.1,5.01,3.14,1654,Medium
5729,0.36,Ideal,G,SI2,61.8,56.0,4.58,4.61,2.84,565,Small
5730,2.02,Very Good,F,SI1,60.1,60.0,8.21,8.29,4.96,17658,Extra Large
5731,1.01,Very Good,D,SI2,62.0,59.0,6.36,6.4,3.96,4528,Large
5732,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,790,Small
5733,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,469,Small
5734,0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,4637,Large
5735,2.02,Ideal,H,SI2,62.1,56.0,8.13,8.09,5.04,12485,Extra Large
5736,0.41,Ideal,H,IF,62.1,56.0,4.76,4.74,2.95,1243,Medium
5737,1.35,Very Good,H,VVS2,63.1,56.0,6.95,7.03,4.41,8644,Extra Large
5738,0.31,Premium,G,VVS1,62.1,59.0,4.35,4.32,2.69,1046,Small
5739,1.22,Ideal,H,VS2,60.4,57.0,6.95,6.98,4.21,7506,Extra Large
5740,0.52,Premium,D,SI2,62.4,59.0,5.15,5.05,3.18,1385,Medium
5741,0.5,Very Good,D,SI2,58.9,60.0,5.2,5.23,3.07,1123,Medium
5742,0.36,Ideal,F,VS2,61.5,55.0,4.6,4.57,2.82,807,Small
5743,0.59,Ideal,E,VVS2,61.0,58.0,5.39,5.43,3.3,2515,Medium
5744,0.71,Ideal,E,VS1,62.1,53.0,5.76,5.73,3.57,2963,Large
5745,1.66,Ideal,H,VS2,60.1,59.0,7.67,7.64,4.6,12244,Extra Large
5746,0.51,Ideal,G,VS1,59.7,57.0,5.25,5.2,3.12,1781,Medium
5747,1.22,Very Good,J,VS2,60.8,56.0,6.95,6.91,4.21,5160,Extra Large
5748,0.5,Very Good,D,SI1,63.5,57.0,5.09,5.05,3.22,1257,Medium
5749,0.4,Ideal,H,SI2,61.9,58.0,4.71,4.73,2.92,596,Small
5750,2.01,Ideal,H,SI1,65.1,56.0,7.91,7.84,5.12,16733,Extra Large
5751,1.07,Very Good,G,VS1,58.6,60.0,6.65,6.76,3.93,6610,Extra Large
5752,0.4,Ideal,H,VVS2,62.2,56.0,4.75,4.7,2.94,1125,Small
5753,0.27,Ideal,F,IF,63.0,55.0,4.13,4.16,2.61,760,Small
5754,1.05,Very Good,I,SI2,62.3,59.0,6.42,6.46,4.01,3742,Large
5755,0.7,Premium,E,VS2,60.8,58.0,5.74,5.7,3.48,2697,Medium
5756,0.31,Ideal,F,VS2,61.9,57.0,4.34,4.32,2.68,749,Small
5757,0.54,Very Good,F,VS1,60.0,59.0,5.26,5.32,3.17,1653,Medium
5758,1.5,Premium,G,SI2,61.8,60.0,7.28,7.25,4.49,6224,Extra Large
5759,1.6,Premium,H,SI2,62.4,60.0,7.48,7.43,4.65,9229,Extra Large
5760,1.24,Ideal,G,VS2,62.1,56.0,6.87,6.91,4.28,8504,Extra Large
5761,0.8,Ideal,F,VS2,60.9,57.0,5.98,6.04,3.66,4043,Large
5762,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,663,Small
5763,0.9,Ideal,H,SI1,62.1,56.0,6.14,6.19,3.83,4492,Large
5764,0.32,Ideal,H,VS1,62.7,56.0,4.39,4.42,2.76,524,Small
5765,0.62,Ideal,G,VVS2,61.6,56.0,5.48,5.51,3.38,2861,Medium
5766,0.75,Very Good,E,SI1,61.1,59.0,5.85,5.9,3.59,3005,Large
5767,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1696,Medium
5768,1.5,Very Good,G,SI2,58.5,62.0,7.4,7.44,4.34,8580,Extra Large
5769,0.31,Ideal,G,SI2,61.7,56.0,4.34,4.38,2.69,408,Small
5770,2.01,Good,I,VS2,63.8,58.0,7.82,7.89,5.01,15147,Extra Large
5771,1.03,Premium,E,SI2,61.8,56.0,6.5,6.47,4.01,4730,Large
5772,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,868,Small
5773,1.03,Very Good,H,SI1,63.3,57.0,6.41,6.39,4.05,4932,Large
5774,0.5,Premium,F,SI1,60.1,59.0,5.17,5.14,3.1,1332,Medium
5775,0.9,Premium,G,VS2,61.7,59.0,6.14,6.22,3.81,4269,Large
5776,1.03,Premium,E,SI2,61.0,60.0,6.46,6.53,3.96,4441,Large
5777,0.3,Ideal,F,IF,61.8,54.0,4.34,4.36,2.69,886,Small
5778,0.26,Good,D,VS2,65.2,56.0,3.99,4.02,2.61,403,Small
5779,0.76,Ideal,G,VVS2,62.0,56.0,5.86,5.88,3.64,3927,Large
5780,0.7,Ideal,E,VVS2,62.6,54.0,5.65,5.7,3.55,3901,Medium
5781,0.4,Premium,G,SI1,62.7,59.0,4.71,4.67,2.94,900,Small
5782,0.71,Very Good,F,VS2,60.6,58.0,5.74,5.81,3.5,2697,Large
5783,0.36,Premium,F,SI1,61.6,60.0,4.54,4.61,2.82,600,Small
5784,0.54,Very Good,F,SI1,61.2,55.0,5.23,5.29,3.22,1346,Medium
5785,1.74,Premium,H,SI2,62.1,59.0,7.78,7.65,4.79,10270,Extra Large
5786,0.32,Premium,D,VS2,61.7,59.0,4.43,4.38,2.72,972,Small
5787,0.32,Very Good,I,SI1,62.8,58.0,4.34,4.39,2.74,432,Small
5788,0.2,Very Good,E,VS2,63.4,59.0,3.74,3.71,2.36,367,Small
5789,0.7,Ideal,H,VS1,61.6,55.0,5.73,5.76,3.54,2530,Medium
5790,0.71,Very Good,F,SI1,63.0,56.0,5.65,5.72,3.58,2088,Large
5791,1.03,Ideal,D,VS1,61.8,56.0,6.46,6.54,4.02,8612,Large
5792,0.9,Good,H,VS2,64.1,56.0,6.0,6.05,3.86,3902,Large
5793,0.55,Premium,G,SI1,61.72441271303547,56.0,5.28,5.22,3.26,1321,Medium
5794,0.57,Ideal,E,VS2,60.8,56.0,5.4,5.35,3.27,1819,Medium
5795,0.41,Ideal,E,VVS2,60.9,56.0,4.81,4.75,2.91,1243,Medium
5796,0.4,Ideal,H,VVS1,62.0,54.0,4.76,4.72,2.94,1088,Small
5797,0.32,Very Good,G,VS2,62.3,55.0,4.38,4.41,2.73,544,Small
5798,1.04,Premium,I,SI2,62.0,57.0,6.53,6.47,4.03,3774,Large
5799,0.59,Very Good,E,SI1,62.9,57.0,5.33,5.36,3.36,1664,Medium
5800,2.28,Premium,J,VS1,60.3,58.0,8.58,8.53,5.16,16174,Extra Large
5801,0.37,Premium,G,VS2,59.3,60.0,4.71,4.67,2.78,833,Small
5802,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,2834,Large
5803,0.41,Premium,G,VVS1,61.0,61.0,4.75,4.72,2.89,1230,Medium
5804,1.11,Premium,H,VS2,61.7,58.0,6.64,6.69,4.11,5450,Extra Large
5805,2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98,17772,Extra Large
5806,0.3,Ideal,D,VVS2,61.5,55.0,4.34,4.38,2.68,1041,Small
5807,0.34,Ideal,E,SI1,62.0,57.0,4.46,4.48,2.77,596,Small
5808,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4487,Large
5809,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,5445,Extra Large
5810,0.23,Ideal,E,VS2,61.7,55.0,3.98,4.0,2.46,548,Small
5811,0.3,Ideal,H,VS2,62.1,57.0,4.27,4.3,2.66,491,Small
5812,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,789,Small
5813,1.55,Ideal,E,VS2,61.9,58.0,7.39,7.45,4.59,15293,Extra Large
5814,2.0,Ideal,F,SI2,62.6,57.0,8.08,8.01,5.04,18172,Extra Large
5815,0.3,Ideal,F,IF,61.3,55.0,4.32,4.36,2.66,873,Small
5816,0.32,Ideal,H,SI2,61.4,56.0,4.4,4.43,2.71,420,Small
5817,0.32,Ideal,F,VS2,62.4,55.0,4.43,4.41,2.76,828,Small
5818,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,1013,Small
5819,0.3,Ideal,H,VS1,62.9,57.0,4.29,4.26,2.69,675,Small
5820,1.06,Ideal,G,VS1,61.2,56.0,6.56,6.62,4.03,7790,Extra Large
5822,0.36,Ideal,I,VS2,61.8,55.0,4.61,4.58,2.84,648,Small
5823,0.41,Ideal,E,VVS2,62.2,54.0,4.79,4.76,2.97,1243,Medium
5824,0.43,Ideal,G,SI1,62.0,55.0,4.84,4.87,3.01,795,Medium
5825,0.3,Premium,G,VS1,62.9,58.0,4.32,4.27,2.7,776,Small
5826,0.36,Ideal,E,SI1,61.9,56.0,4.53,4.58,2.82,631,Small
5827,0.3,Very Good,D,VS2,61.0,57.0,4.32,4.34,2.64,568,Small
5828,0.33,Premium,F,SI1,59.9,61.0,4.47,4.44,2.67,705,Small
5829,0.31,Premium,F,IF,61.9,58.0,4.39,4.36,2.71,977,Small
5830,0.95,Good,E,VS2,57.7,58.0,6.47,6.52,3.75,5272,Large
5831,0.38,Ideal,F,VS2,62.4,54.0,4.65,4.6,2.89,969,Small
5832,0.6,Good,J,VS1,58.9,60.5,5.5,5.57,3.26,1306,Medium
5833,1.01,Good,H,SI1,59.4,60.0,6.49,6.54,3.87,4616,Large
5834,1.01,Very Good,J,SI1,62.8,57.0,6.37,6.41,4.01,3998,Large
5835,0.33,Ideal,F,VVS1,62.5,54.0,4.43,4.46,2.78,880,Small
5836,0.55,Ideal,F,VS1,60.5,57.0,5.3,5.34,3.22,2119,Medium
5837,0.55,Ideal,E,SI1,61.7,57.0,5.23,5.27,3.24,1551,Medium
5838,0.31,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,979,Small
5839,0.3,Very Good,H,SI1,62.9,57.0,4.22,4.27,2.67,432,Small
5840,2.0,Very Good,J,SI2,60.9,54.0,8.12,8.17,4.96,10907,Extra Large
5841,1.2,Premium,H,VS2,60.6,58.0,6.82,6.88,4.15,6547,Extra Large
5842,0.39,Very Good,E,VVS2,59.5,58.0,4.74,4.77,2.83,1054,Small
5843,0.33,Ideal,E,VS1,60.2,57.0,4.52,4.48,2.71,1002,Small
5844,0.68,Premium,H,SI1,59.5,59.0,5.77,5.73,3.42,1666,Medium
5845,0.4,Premium,E,VS2,60.98559055118111,59.0,4.81,4.77,2.84,975,Small
5846,1.01,Very Good,I,VS2,62.3,60.0,6.33,6.41,3.97,4666,Large
5847,0.72,Very Good,F,SI1,63.1,56.0,5.68,5.67,3.58,2670,Large
5848,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3644,Large
5849,0.71,Very Good,E,SI1,59.3,55.0,5.83,5.9,3.48,2573,Large
5850,0.52,Ideal,H,IF,62.1,57.0,5.13,5.16,3.19,1956,Medium
5851,1.0,Premium,E,VVS2,61.6,59.0,6.42,6.46,3.97,8888,Large
5852,1.11,Very Good,G,VS2,62.2,55.0,6.61,6.67,4.13,6593,Extra Large
5853,0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1,1351,Medium
5854,1.01,Good,F,SI1,63.5,57.0,6.29,6.33,4.01,4549,Large
5855,0.3,Ideal,E,IF,62.0,54.0,4.31,4.34,2.68,943,Small
5856,0.41,Premium,F,VVS2,60.1,58.0,4.79,4.83,2.89,1115,Medium
5857,1.22,Ideal,H,VVS2,61.7,56.0,6.83,6.87,4.23,9366,Extra Large
5858,0.4,Premium,F,SI1,62.9,58.0,4.72,4.69,2.96,882,Small
