,carat,cut,color,clarity,depth,table,price
6443,1.0,4,4,5,60.1,61.0,3634
6444,1.3,5,5,4,62.2,56.0,6442
6445,2.02,5,1,4,62.7,56.9,11314
6446,0.59,5,4,10,59.5,58.0,2551
6447,0.27,4,4,6,62.4,59.0,397
6448,2.04,4,3,4,60.8,58.0,14945
6449,0.3,5,2,9,62.4,56.0,552
6450,0.54,5,6,4,60.6,57.0,1340
6451,0.34,5,6,6,61.8,57.0,696
6452,0.44,5,1,8,62.1,55.0,726
6453,0.36,4,5,8,62.5,56.0,945
6454,1.01,4,5,4,60.9,60.0,3297
6455,0.35,5,7,6,60.9,57.0,829
6456,0.54,4,1,6,62.6,58.0,1042
6457,1.03,3,4,4,63.9,59.0,4769
6458,1.56,3,5,5,60.7,59.0,11794
6459,0.5,4,4,7,59.7,60.0,1746
6460,0.31,5,5,10,61.8,54.0,979
6461,1.52,3,7,4,60.9,59.0,9343
6462,1.01,4,4,7,61.2,58.0,6335
6463,0.71,2,6,5,59.2,61.0,2651
6464,0.7,2,3,6,63.9,59.0,2330
6465,0.9,5,1,6,61.3,57.0,3160
6466,0.32,4,3,9,60.9,58.0,730
6467,0.6,3,7,7,61.4,59.0,2431
6468,0.41,4,4,6,61.3,57.0,1061
6469,1.59,5,5,7,62.9,57.0,17366
6470,0.71,5,5,6,61.5,55.0,3516
6471,1.0,4,5,5,63.0,60.0,4234
6472,0.71,5,4,5,61.6,57.0,3007
6473,0.4,5,3,5,62.0,56.0,666
6474,0.31,5,5,10,61.4,56.0,1061
6475,0.37,4,6,6,61.5,58.0,1041
6476,0.9,1,4,6,65.8,61.0,4309
6477,0.53,5,4,5,62.7,55.0,1308
6478,0.81,3,4,4,62.9,56.9,2493
6479,0.23,5,6,4,61.5,55.0,326
6480,0.71,4,5,5,58.5,59.0,2345
6481,0.71,5,7,6,63.0,56.0,3245
6482,0.72,3,4,7,63.8,58.0,2819
6483,1.2,3,3,5,61.4,63.0,4603
6484,0.26,4,6,7,61.9,58.0,452
6485,0.4,3,4,10,61.4,54.0,1229
6486,0.8,4,1,7,60.8,59.0,2292
6487,0.33,5,6,9,61.6,55.0,1130
6488,0.6,5,4,6,60.4,57.0,1861
6489,1.5,3,3,4,61.3,59.0,7774
6490,0.93,5,5,4,59.5,57.0,3828
6491,0.36,5,5,6,62.0,55.0,726
6492,0.33,5,6,6,62.3,57.0,723
6493,1.33,5,2,5,61.6,57.0,7526
6494,0.32,3,5,7,61.3,55.0,696
6495,0.33,4,4,7,60.8,59.0,854
6496,0.51,2,3,5,63.4,57.0,1119
6497,1.07,5,1,5,62.4,56.0,4422
6498,1.03,4,6,6,61.2,59.0,7192
6499,0.71,4,3,4,62.4,56.0,2028
6500,0.51,5,5,5,61.1,55.0,1593
6501,0.31,4,2,5,59.6,58.0,537
6502,0.3,5,6,6,62.0,55.0,658
6503,0.31,3,7,4,62.8,53.0,462
6504,0.32,5,4,5,62.6,55.0,445
6505,0.92,5,7,5,62.3,56.0,5779
6506,0.55,4,7,8,58.7,57.0,2331
6507,1.05,5,5,7,62.1,56.0,7955
6508,0.78,4,2,5,61.9,58.0,2387
6509,0.56,5,7,6,61.1,56.0,1963
6510,0.9,5,6,4,61.7,56.0,4034
6511,0.41,3,6,5,61.0,61.0,725
6512,1.07,5,1,5,60.8,56.0,3775
6513,1.77,4,4,4,62.7,59.0,9664
6514,0.31,4,1,5,59.4,62.0,453
6515,0.32,3,7,8,61.9,54.0,841
6516,1.0,1,2,7,62.80970297029703,49.0,3951
6517,1.7,3,2,7,59.8,59.0,12622
6518,0.59,5,5,4,60.1,57.0,1371
6519,0.44,5,6,9,61.4,55.0,1868
6520,0.5,2,3,8,66.1,58.0,1214
6521,1.21,4,2,5,59.3,59.0,5421
6522,0.82,2,5,6,61.6116409537167,62.2,3363
6523,2.0,5,1,6,61.0,57.0,14323
6524,0.39,3,5,6,60.1,56.0,832
6525,0.41,2,2,8,63.1,56.0,827
6526,2.37,5,3,4,62.1,55.0,16937
6527,1.61,3,4,5,62.262135922330096,56.0,12028
6528,1.6,4,2,5,60.3,59.0,8808
6529,1.0,2,5,4,62.0,59.0,4204
6530,1.01,5,2,6,64.1,58.0,4378
6531,0.51,3,7,6,60.5,60.0,1787
6532,0.37,4,7,5,62.3,56.0,874
6533,1.01,5,5,5,63.0,57.0,4559
6534,0.7,5,6,4,62.1,56.0,2453
6535,1.11,5,6,4,62.8,55.0,5004
6536,2.07,5,4,4,62.2,54.0,17614
6537,0.4,2,7,7,60.5,63.0,954
6538,1.51,2,1,7,63.5,60.0,7848
6539,0.41,5,5,9,62.3,55.0,1356
6540,0.38,5,7,7,62.3,54.0,983
6541,0.46,3,6,5,61.4,62.0,1042
6542,1.01,3,4,7,63.1,59.0,5294
6543,1.1,5,4,7,62.0,58.0,8060
6544,0.62,3,6,4,58.8,63.0,1624
6545,2.19,3,2,4,60.3,60.0,15907
6546,0.71,5,5,7,61.3,56.0,3710
6547,0.75,4,2,4,61.1,57.0,2070
6548,0.39,4,1,7,61.6,59.0,616
6549,0.46,1,5,5,66.3,56.0,984
6550,0.42,4,2,5,61.2,60.0,803
6551,0.45,5,4,5,62.0,54.0,852
6552,0.63,4,6,6,62.4,59.0,2344
6553,1.01,2,6,5,64.2,56.0,4032
6554,0.32,5,6,7,62.3,54.0,825
6555,1.02,5,4,6,60.6,56.0,6333
6556,1.2,4,2,7,62.8,56.0,6021
6557,0.31,5,6,9,62.1,55.0,853
6558,1.01,2,4,6,63.9,54.0,5701
6559,1.06,2,6,4,58.8,61.0,4257
6560,0.33,4,4,6,62.6,58.0,743
6561,1.06,3,5,6,62.7,55.0,6627
6562,1.65,4,5,4,60.5,61.0,9693
6563,0.32,5,7,6,62.3,57.0,758
6564,0.57,4,5,5,59.5,58.0,1571
6565,1.02,3,1,4,63.1,58.0,3359
6566,0.9,2,3,9,64.3,59.0,4381
6567,0.5,3,5,6,60.6,59.0,1333
6568,1.3,5,6,10,62.3,54.0,15874
6569,1.74,5,2,4,61.6,57.0,8896
6570,1.05,5,3,4,61.2,57.0,4410
6571,0.91,5,2,6,62.2,56.0,3751
6572,2.0,5,3,5,62.9,56.0,13320
6573,0.77,4,5,7,62.7,58.0,3357
6574,0.46,4,6,7,62.0,58.0,1355
6575,0.31,5,6,10,62.5,56.0,1214
6576,1.02,4,3,4,62.7,59.0,4455
6577,1.0,4,4,7,62.4,59.0,6727
6578,0.7,3,6,6,63.4,59.0,2952
6579,0.28,3,6,8,61.0,57.0,707
6580,0.32,5,3,6,62.0,57.0,505
6581,0.3,5,5,6,60.9,56.0,573
6582,1.34,5,4,9,62.2,56.0,11640
6583,0.34,5,3,7,62.2,55.0,620
6584,1.06,4,4,9,61.1,58.0,8319
6585,1.0,4,6,5,60.5,59.0,5396
6586,0.29,3,4,9,62.0,55.0,607
6587,1.02,4,5,4,61.0,58.0,4043
6588,0.7,1,6,7,64.5,57.0,2964
6589,1.01,5,7,4,62.33658848614072,56.0,4872
6590,0.9,4,3,3,58.8,62.0,1599
6591,1.2,3,4,9,61.8,55.0,9968
6592,0.41,3,5,10,61.6,58.0,1313
6593,0.55,5,6,6,62.5,56.0,2030
6594,0.73,3,2,8,62.3,58.0,2565
6595,0.44,5,3,10,62.0,57.0,1255
6596,0.32,4,2,5,61.6,61.0,540
6597,0.9,2,7,5,64.1,56.0,3689
6598,0.5,5,7,4,61.6,57.0,1332
6599,1.12,4,3,7,61.6,58.0,6115
6600,0.28,5,4,6,62.1,56.0,508
6601,0.76,5,1,5,61.9,53.0,1859
6602,0.91,1,3,5,65.3,62.0,3278
6603,1.15,5,1,7,61.5,55.0,5152
6604,0.33,5,4,6,61.2,55.0,579
6605,1.09,4,6,8,59.9,59.0,10111
6606,1.02,5,3,5,61.7,57.0,5047
6607,0.28,5,4,7,62.1,55.0,490
6608,1.26,3,4,8,62.1,58.0,9158
6609,0.34,3,4,10,59.4,56.0,917
6610,1.25,5,4,5,62.5,54.0,6580
6611,1.0,2,1,7,59.103142857142856,64.0,3920
6612,1.19,4,3,5,61.3,58.0,6078
6613,0.32,2,6,5,62.05311554748941,56.0,524
6614,1.2,4,2,4,60.0,58.0,5080
6615,0.57,4,4,5,62.6,56.0,1915
6616,0.72,5,5,4,61.2,54.0,2422
6617,0.71,5,6,5,61.6,53.0,2258
6618,1.09,5,4,6,60.9,57.0,6617
6619,0.5,3,6,4,62.8,55.0,1077
6620,0.84,1,4,5,55.1,67.0,2782
6621,0.5,3,2,5,63.5,56.0,1048
6622,0.61,2,5,6,63.0,64.2,1971
6623,0.31,4,4,6,62.6,57.0,698
6624,0.31,4,7,6,62.6,59.0,942
6625,0.7,4,6,6,60.9,59.0,2697
6626,0.78,2,6,5,57.9,62.0,2723
6627,0.61,5,2,9,62.5,54.0,1713
6628,0.51,5,4,7,62.0,56.0,1781
6629,0.58,3,4,5,61.9,56.0,1379
6630,0.79,5,4,5,61.1,57.0,2898
6631,0.29,5,7,8,62.8,56.0,664
6632,1.21,3,1,6,60.9,58.0,4816
6633,1.71,5,4,7,62.2,55.0,17595
6634,2.07,4,3,5,62.7,58.0,13993
6635,0.56,4,6,6,61.8,59.0,1819
6636,0.32,5,7,4,62.6,56.0,477
6637,0.3,4,3,7,62.6,59.0,675
6638,0.36,5,6,6,60.2,56.0,1080
6639,0.28,2,5,7,58.3,58.0,487
6640,0.59,4,7,5,62.3,54.0,1912
6641,0.23,3,6,8,61.1,58.0,505
6642,0.43,3,4,7,61.0,58.0,943
6643,0.36,5,4,7,61.1,55.0,746
6644,1.47,4,2,4,61.6,59.0,6403
6645,0.32,4,4,9,58.1,59.0,1080
6646,0.53,4,6,4,59.9,58.0,984
6647,1.0,4,4,5,60.5,61.0,5152
6648,0.71,2,7,6,62.3,61.0,2891
6649,0.7,2,5,9,59.9,62.0,3206
6650,1.22,5,4,8,60.0,58.0,11003
6651,0.27,5,2,8,62.0,54.5,412
6652,0.7,3,7,5,58.3,62.0,2563
6653,1.0,4,7,5,61.5,60.0,5488
6654,0.56,5,3,9,60.0,56.0,1929
6655,0.73,5,5,6,62.7,58.0,2939
6656,1.53,5,2,7,62.9,57.0,7968
6657,0.34,5,6,7,60.8,57.0,805
6658,0.31,4,4,6,62.2,59.0,698
6659,1.01,5,5,7,62.2,57.0,7122
6660,0.34,4,5,6,58.1,61.0,645
6661,1.63,4,5,5,59.7,62.0,12394
6662,0.4,3,6,5,62.9,58.0,707
6663,0.52,5,3,10,59.2,58.0,1967
6664,1.2,4,3,6,62.4,57.0,6048
6665,1.26,5,6,4,62.4,57.0,4939
6666,1.26,3,4,9,60.2,59.0,10922
6667,0.91,5,2,4,63.0,54.0,2976
6668,0.85,2,1,5,59.2,64.0,2163
6669,2.01,3,3,4,63.0,59.0,15773
6670,2.17,4,1,4,62.02814070351759,58.0,13556
6671,0.58,3,4,4,59.5,59.0,1197
6672,2.09,4,3,4,62.1,58.0,17156
6673,0.57,5,5,6,61.3,57.0,1612
6674,0.36,3,7,5,63.1,55.0,851
6675,1.04,4,7,7,62.3,59.0,8341
6676,0.41,4,4,7,61.9,60.0,899
6677,0.55,5,2,7,62.2,55.0,1238
6678,0.31,5,1,8,60.3,60.0,476
6679,1.01,5,4,6,60.4,61.0,6132
6680,1.84,5,1,7,62.4,56.0,8828
6681,1.57,5,3,5,62.4,56.0,11068
6682,0.34,4,5,4,60.0,58.0,574
6683,0.31,4,2,5,61.5,59.0,408
6684,1.5,3,5,5,63.0,56.0,10479
6685,0.71,4,6,5,60.5,55.0,2756
6686,0.9,5,1,6,59.8,56.0,3105
6687,1.21,5,4,9,61.0,57.0,10295
6688,0.76,4,7,4,58.8,57.0,2706
6689,1.57,5,2,6,62.7,56.0,10278
6690,1.01,3,4,5,62.6,59.0,4916
6691,0.5,4,6,6,61.3,59.0,1746
6692,1.22,5,2,6,62.5,57.0,5960
6693,1.21,3,3,5,63.3,57.0,6058
6694,1.4,3,4,7,62.6,58.0,11262
6695,0.27,3,6,8,61.2,60.0,606
6696,0.31,3,7,5,60.4,60.0,507
6697,0.7,3,5,6,60.5,57.0,2400
6698,0.66,4,5,5,60.6,58.0,1802
6699,0.92,5,2,5,61.8,57.0,3323
6700,0.4,5,7,5,61.8,55.0,990
6701,1.07,4,4,7,62.0,58.0,6730
6702,0.38,5,3,5,62.0,54.0,671
6703,0.33,3,2,10,62.0,58.0,694
6704,0.4,2,5,9,61.9,61.0,1349
6705,0.51,3,4,8,62.2,56.0,1762
6706,0.7,5,7,4,60.3,56.0,2423
6707,0.9,3,4,5,61.3,60.0,3841
6708,0.24,3,5,6,61.9,59.0,419
6709,0.41,2,5,7,64.4,57.0,827
6710,0.24,3,4,7,61.2,56.0,391
6711,1.56,3,5,5,61.0,58.0,12207
6712,1.11,3,3,5,63.2,58.0,5192
6713,0.36,5,6,5,61.4,57.0,810
6714,0.29,3,6,8,61.4,58.0,633
6715,0.5,5,7,5,61.4,58.0,1415
6716,0.25,3,5,8,60.4,59.0,575
6717,1.01,3,4,4,60.8,63.0,3577
6718,1.0,4,4,6,62.1,58.0,5242
6719,0.34,5,5,6,61.4,55.0,856
6720,0.9,3,5,4,60.8,55.0,3552
6721,1.21,4,4,6,62.2,60.0,7611
6722,0.71,4,3,7,62.8,58.0,2398
6723,0.51,5,6,6,61.5,55.0,1662
6724,0.7,4,1,10,60.5,59.0,2150
6725,0.32,5,4,7,62.3,56.0,645
6726,2.04,3,3,4,60.0,60.0,16319
6727,0.7,5,7,6,61.0,57.0,2859
6728,1.04,5,3,5,62.7,54.0,4515
6729,0.31,3,5,7,60.6,55.0,675
6730,1.08,4,3,5,62.6,56.0,4826
6731,1.18,4,1,6,62.8,59.0,3913
6732,0.7,4,7,4,59.5,60.0,2423
6733,1.28,5,4,3,61.6,57.0,4509
6734,0.74,3,3,4,62.1,58.0,2222
6735,1.01,1,7,5,66.3,55.0,4118
6736,0.72,5,6,5,62.5,55.0,2897
6737,2.09,4,5,4,61.2,57.0,12377
6738,0.62,5,4,10,61.8,56.0,3310
6739,0.3,5,5,6,61.6,57.0,605
6740,1.22,5,1,7,61.4,58.0,6201
6741,1.19,3,3,6,61.1,58.0,6819
6742,1.3,4,4,8,60.2,58.0,10763
6743,0.72,5,7,5,61.5,54.0,2804
6744,0.53,5,3,7,61.6,55.0,1678
6745,0.32,4,4,6,60.8,59.0,720
6746,0.26,3,5,5,61.4,56.0,401
6747,0.57,5,3,9,60.9,56.0,1949
6748,1.11,4,4,5,62.4,58.0,5750
6749,0.41,5,5,6,62.6,57.0,1107
6750,0.5,5,7,7,60.6,57.0,2454
6751,0.93,1,2,6,64.7,58.0,3258
6752,1.01,5,4,6,61.9,58.0,6449
6753,0.91,5,4,6,62.3,57.0,4257
6754,2.21,3,2,5,62.9,59.0,17784
6755,1.14,4,5,9,60.8,58.0,10878
6756,0.9,3,5,4,61.1,54.0,3519
6757,0.72,3,5,8,59.2,63.0,3952
6758,0.42,5,3,9,62.4,55.0,1068
6759,0.72,5,6,6,60.9,56.0,3301
6760,2.19,4,2,4,60.8,60.0,15169
6761,0.56,5,4,6,61.9,55.0,1698
6762,0.42,4,5,5,62.9,57.0,992
6763,2.03,4,1,4,60.4,59.0,9435
6764,1.14,4,3,6,61.3,59.0,5700
6765,1.51,4,4,7,61.1,58.0,13293
6766,1.08,3,3,9,63.1,57.0,6623
6767,1.41,5,4,7,60.4,57.0,11109
6768,0.9,3,2,6,63.3,58.0,3519
6769,1.53,3,7,5,59.2,57.0,11873
6770,1.24,5,5,4,61.4,58.0,6503
6771,2.0,1,3,5,61.2,50.0,13764
6772,2.0,1,5,3,64.9,57.0,7258
6773,0.7,3,5,5,63.3,59.0,2264
6774,0.7,2,2,4,63.4,59.0,1699
6775,0.51,5,6,7,61.8,56.0,1851
6776,0.32,5,6,10,62.6,55.0,1095
6777,1.05,3,6,7,63.1,59.0,7969
6778,0.81,4,5,5,59.4,60.0,2403
6779,1.37,4,3,7,60.9,59.0,8577
6780,0.53,4,7,5,61.6,59.0,1753
6781,0.36,4,3,7,60.8,59.0,810
6782,0.3,2,3,8,63.6,56.0,605
6783,1.01,2,2,5,58.4,64.0,3394
6784,1.5,2,5,4,61.2,63.0,9028
6785,1.2,2,3,6,62.6,56.0,6468
6786,0.77,3,6,4,60.4,58.0,3002
6787,1.33,4,4,6,62.3,59.0,9682
6788,0.71,1,7,5,55.5,62.0,2086
6789,1.52,4,1,5,60.4,59.0,5618
6790,0.7,5,1,6,61.5,57.0,1971
6791,1.26,5,2,5,62.4,56.0,5645
6792,1.02,2,4,8,63.1,59.0,7800
6793,1.0,3,4,7,59.1,61.0,6435
6794,0.33,5,3,7,61.5,56.0,743
6795,2.21,3,4,4,60.7,62.0,15825
6796,0.25,2,6,8,61.2,62.0,505
6797,0.39,2,5,5,63.6,58.0,921
6798,0.5,4,7,5,62.4,60.0,1436
6799,0.52,5,3,6,62.2,56.4,1391
6800,0.31,4,3,10,60.4,58.0,761
6801,0.32,5,4,10,60.9,57.0,918
6802,0.34,5,6,7,62.0,56.0,1033
6803,1.07,3,3,5,59.2,61.0,5143
6804,0.54,2,5,6,60.6,61.0,1563
6805,0.54,3,7,5,62.1,56.0,1662
6806,0.7,4,6,5,61.9,60.0,2518
6807,0.32,5,6,9,61.2,55.0,892
6808,0.38,5,6,5,61.4,57.0,838
6809,0.7,2,2,6,57.1,61.0,2010
6810,0.32,5,5,6,61.9,56.0,828
6811,0.32,4,6,6,61.7,58.0,900
6812,0.91,2,2,4,60.2,59.0,3034
6813,0.7,3,5,8,58.5,60.0,3028
6814,1.06,2,4,7,63.4,57.0,6477
6815,1.05,5,6,8,62.4,56.0,8982
6816,0.73,5,3,4,61.6,57.0,2260
6817,0.53,5,6,6,61.8,55.0,2163
6818,0.53,5,4,7,61.7,55.0,1727
6819,0.31,5,7,5,61.4,55.0,571
6820,0.31,5,6,8,61.9,54.0,767
6821,0.67,2,5,7,64.4,57.0,2244
6822,1.12,4,2,6,62.4,58.0,4321
6823,1.6,4,6,5,61.2,58.0,9229
6824,1.22,5,5,6,61.3,56.0,9203
6825,2.13,3,4,4,61.5,57.0,15454
6826,1.03,5,4,7,60.8,57.0,7587
6827,0.53,3,7,6,63.2,56.0,1601
6828,0.31,4,5,6,62.4,58.0,625
6829,0.32,5,4,9,61.4,57.0,814
6830,0.97,3,2,4,63.4,58.0,2567
6831,1.05,5,4,7,62.0,56.0,6936
6832,0.8,4,2,5,61.53425559947299,60.0,2507
6833,0.7,3,7,5,59.4,63.0,2604
6834,0.9,5,4,9,62.02034934497816,56.0,6680
6835,1.09,3,4,6,59.9,56.0,5783
6836,0.31,5,5,8,62.2,53.0,706
6837,1.01,3,5,6,63.1,60.0,6271
6838,0.4,2,4,7,59.6,61.0,952
6839,0.9,4,2,6,61.6,58.0,3478
6840,2.28,4,3,4,61.9,61.0,16954
6841,1.05,5,5,4,60.3,55.0,4987
6842,1.24,3,4,5,61.8,59.0,6438
6843,1.0,4,7,4,60.9,59.0,5286
6844,0.32,3,7,8,60.0,57.0,809
6845,0.95,5,3,4,59.3,59.0,3994
6846,0.28,3,6,6,62.7,58.0,487
6847,0.29,5,4,8,61.3,56.0,600
6848,0.34,5,6,5,61.0,57.0,765
6849,0.23,5,4,9,61.5,57.0,536
6850,0.41,4,3,4,62.2,56.0,836
6851,0.56,5,3,8,62.1,57.0,1745
6852,0.9,2,3,4,62.7,64.0,2883
6853,1.02,5,4,7,61.5,55.0,7357
6854,0.74,3,6,4,61.0,57.0,2574
6855,1.04,4,4,4,62.8,59.0,3564
6856,0.41,3,4,8,61.6,56.0,1007
6857,1.11,5,4,7,61.3,55.0,9261
6858,0.35,5,3,8,59.2,56.0,706
6859,0.82,4,3,4,59.5,62.0,2499
6860,1.13,4,3,6,62.4,58.0,5779
6861,1.22,5,2,6,60.4,57.0,7430
6862,0.71,5,7,4,62.3,56.0,2762
6863,0.31,3,5,9,62.4,57.0,897
6864,1.14,2,6,5,60.9,64.0,5899
6865,0.7,3,4,4,58.2,63.0,1966
6866,1.01,2,5,7,61.8,57.0,6626
6867,0.59,2,5,5,59.5,62.0,1318
6868,0.9,3,4,7,62.7,60.0,4540
6869,0.9,1,2,4,65.3,57.0,2536
6870,0.7,4,5,7,60.8,62.0,2874
6871,1.22,3,3,4,63.1,59.0,5192
6872,0.29,3,4,9,61.6,56.0,607
6873,0.51,3,1,5,62.6,59.0,930
6874,0.4,3,3,9,62.9,56.0,954
6875,1.54,5,4,4,62.3,60.0,8923
6876,1.06,2,2,4,59.97358803986711,60.0,3842
6877,1.38,5,5,9,62.9,56.0,15968
6878,0.44,4,6,8,60.0,59.0,1334
6879,0.54,5,4,6,61.7,55.0,1401
6880,1.07,4,2,3,59.8,59.0,2260
6881,1.07,3,5,4,59.4,60.0,4552
6882,0.7,4,7,4,60.5,58.0,2354
6883,0.72,5,1,8,61.6,56.0,1996
6884,1.01,3,5,6,59.1,59.0,6196
6885,0.3,5,5,5,62.4,55.0,475
6886,1.01,4,6,5,62.4,60.0,5002
6887,0.41,5,4,5,61.7,54.0,688
6888,0.47,3,6,7,61.8,58.0,1566
6889,2.01,4,2,4,62.3,59.0,12182
6890,0.5,1,4,3,64.9,57.0,727
6891,0.31,5,2,7,61.9,55.0,503
6892,0.39,5,2,8,60.8,56.0,849
6893,0.34,3,2,8,63.1,56.0,765
6894,1.03,3,5,4,62.4,59.0,4503
6895,0.32,4,6,9,60.5,58.0,1020
6896,0.53,5,4,6,60.9,57.0,1598
6897,1.01,4,6,5,62.9,58.0,5599
6898,0.3,5,7,8,61.6,58.0,814
6899,0.31,5,5,5,62.0,55.2,515
6900,0.42,3,6,5,62.5,55.0,773
6901,1.52,5,4,6,61.1,57.0,12840
6902,1.03,3,3,4,62.8,59.0,4283
6903,0.7,3,2,8,60.1,63.0,2415
6904,0.39,5,5,7,61.7,56.1,939
6905,0.5,5,4,8,61.4,56.0,1787
6906,1.29,5,5,4,61.9,55.0,7126
6907,1.01,3,5,5,61.9,57.0,4619
6908,1.75,3,2,4,61.2,57.0,10098
6909,0.36,3,2,8,59.7,55.0,571
6910,0.57,5,6,6,61.6,56.0,1949
6911,1.06,5,5,10,61.0,57.0,11195
6912,1.29,3,4,4,63.3,61.0,4937
6913,1.02,5,3,4,60.5,60.0,4225
6914,0.79,3,6,4,59.2,59.0,2941
6915,0.3,5,4,9,62.9,57.0,1013
6916,0.39,5,1,8,62.0,54.5,687
6917,1.0,4,4,6,61.5,58.0,5967
6918,0.52,2,3,5,63.1,57.0,1111
6919,0.9,4,5,4,61.4,58.0,3556
6920,0.35,1,7,8,53.2,62.0,1011
6921,1.41,2,3,6,63.8,60.0,9088
6922,0.32,2,7,5,63.8,56.0,756
6923,0.3,5,7,6,62.2,54.0,710
6924,1.01,4,5,4,62.6,54.0,4468
6925,1.04,5,3,4,61.7,57.0,4461
6926,0.4,2,5,6,63.4,54.4,826
6927,0.5,3,6,4,61.3,56.0,1154
6928,0.42,4,3,6,62.1,57.0,992
6929,0.33,5,5,9,62.6,54.0,880
6930,1.57,4,2,4,60.9,58.0,7484
6931,0.59,5,7,5,61.8,56.0,1912
6932,0.51,5,5,8,61.2,56.0,2203
6933,0.36,5,7,8,60.7,56.0,971
6934,0.32,5,3,6,62.0,55.0,648
6935,0.3,5,3,8,61.0,55.0,577
6936,0.51,5,4,7,60.9,56.0,1708
6937,0.71,4,4,4,60.8,59.0,2913
6938,0.78,3,6,5,63.4,56.0,2565
6939,1.0,4,4,8,62.5,60.0,6702
6940,0.85,5,7,9,62.0,56.0,7230
6941,0.32,5,4,5,60.8,56.0,612
6942,0.32,5,3,9,60.4,57.0,936
6943,1.28,2,4,5,57.6,62.0,6175
6944,1.51,2,5,6,64.0,59.0,8794
6945,0.78,3,7,6,63.0,58.0,3534
6946,0.24,5,5,10,61.6,57.0,678
6947,0.35,4,6,6,59.2,58.0,767
6948,0.4,5,3,8,62.4,57.0,1125
6949,0.31,5,7,5,62.6,56.0,732
6950,1.04,5,2,5,61.7,57.0,4344
6951,0.3,5,3,10,62.2,54.0,764
6952,0.33,5,3,4,61.3,55.0,433
6953,1.7,4,6,6,62.9,58.0,17323
6954,0.31,5,4,6,62.1,54.0,511
6955,1.15,4,3,5,62.0,58.0,5433
6956,0.42,5,4,6,62.2,56.0,847
6957,1.59,4,6,6,62.3,59.0,15111
6958,0.74,5,4,4,62.7,56.0,2423
6959,1.11,5,7,4,61.6,55.0,5648
6960,0.3,5,4,10,60.7,57.0,863
6961,1.01,3,4,7,62.8,58.0,6152
6962,0.51,4,5,6,62.7,59.0,1402
6963,0.33,5,6,9,60.2,57.0,984
6964,0.3,3,3,5,60.1,55.0,432
6965,1.51,2,1,6,62.8,59.0,7418
6966,0.77,5,3,6,61.3,56.0,3996
6967,1.58,3,1,5,61.6,57.0,8057
6968,0.3,5,5,7,61.4,56.0,658
6969,0.71,5,4,5,61.9,56.0,3007
6970,0.27,5,7,10,62.4,56.0,893
6971,0.5,4,5,7,58.0,59.0,1715
6972,2.06,4,4,4,61.8,58.0,16587
6973,0.31,5,3,9,62.0,54.2,660
6974,0.72,5,3,6,61.7,56.0,3122
6975,0.73,3,7,7,61.1,59.0,4116
6976,1.01,3,2,4,63.7,57.0,3998
6977,1.18,4,2,4,62.9,58.0,3925
6978,2.03,3,7,4,63.1,59.0,12765
6979,0.31,4,3,7,62.8,58.0,698
6980,0.52,5,7,5,62.7,56.0,1600
6981,0.32,5,4,7,61.9,55.0,602
6982,0.31,5,6,6,61.8,55.0,872
6983,0.72,4,6,4,61.7,58.0,2125
6984,1.2,4,3,4,62.8,61.0,4973
6985,1.01,4,3,6,62.9,60.0,4559
6986,0.7,4,4,5,61.4,60.0,2394
6987,1.31,5,3,5,60.8,56.0,7519
6988,0.24,5,5,8,61.5,56.0,540
6989,0.3,5,6,10,61.1,57.0,957
6990,1.22,4,6,4,61.5,58.0,6121
6991,0.43,1,3,5,62.7,66.0,984
6992,1.2,5,2,3,61.9,56.0,3570
6993,0.3,5,6,8,61.6,57.0,1013
6994,0.56,5,4,7,62.2,55.0,1819
6995,0.55,2,5,7,59.5,62.0,1682
6996,0.5,5,3,9,60.6,55.0,1710
6997,0.44,3,6,8,59.6,59.0,1337
6998,0.3,4,7,5,62.4,60.0,552
6999,0.57,5,4,6,61.8,57.0,1608
7000,1.5,5,2,5,64.2,59.0,8736
7001,1.34,5,4,7,62.7,57.0,10070
7002,0.42,5,4,10,62.1,56.0,1400
7003,0.41,5,4,6,62.5,56.0,1061
7004,0.89,5,5,6,61.5,55.0,4854
7005,2.01,3,2,7,63.5,59.0,14792
7006,0.53,4,7,6,60.4,58.0,1857
7007,0.73,3,5,4,58.0,61.0,2485
7008,1.03,3,4,7,63.0,56.0,6539
7009,0.42,5,5,7,61.4,57.0,1031
7010,2.03,3,3,4,56.8,61.0,16442
7011,1.02,2,7,4,63.8,59.0,3909
7012,1.0,4,5,5,62.1,60.0,4234
7013,0.4,5,7,8,62.2,55.0,1263
7014,1.2,5,1,4,61.7,56.0,4744
7015,0.53,5,5,6,61.5,55.0,1753
7016,0.39,5,1,6,61.4,57.0,746
7017,1.06,5,4,8,61.0,57.0,7900
7018,0.52,5,4,7,62.1,54.0,1621
7019,1.13,4,1,5,61.3,59.0,4214
7020,0.51,5,7,7,62.4,57.0,1873
7021,0.31,5,3,7,62.6,55.0,698
7022,1.22,4,2,4,62.3,58.0,4831
7023,0.33,5,2,10,61.7,55.0,675
7024,2.09,5,1,7,61.2,59.0,15172
7025,1.87,4,6,5,61.9,58.0,16232
7026,0.41,3,7,5,63.2,58.0,947
7027,0.51,2,7,4,63.8,56.0,1180
7028,2.53,5,1,4,61.5,53.0,15993
7029,0.36,2,6,10,57.7,54.0,1053
